"product_name","brand","price","original_price","url","image_url"
"Samsung Galaxy A06 4GB 128GB","Samsung","3.090.000đ","3.430.000đ","https://cellphones.com.vn/dien-thoai-samsung-galaxy-a06.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/d/i/dien-thoai-samsung-galaxy-a06_3.png"
"Nubia Air 5G 8GB 256GB","Other","4.990.000đ","5.990.000đ","https://cellphones.com.vn/dien-thoai-nubia-air-5g.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/d/i/dien-thoai-nubia-air-5g.jpg"
"HONOR X5b 4GB 64GB","Other","2.160.000đ","","https://cellphones.com.vn/dien-thoai-honor-x5b.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/_/i/_i_n_tho_i_honor_x5b_4gb_64gb-1.jpg"
"Điện thoại Nubia Z70S Ultra 5G 12GB 256GB","Other","19.990.000đ","20.990.000đ","https://cellphones.com.vn/dien-thoai-nubia-z70s-ultra-5g.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/d/i/dien-thoai-nubia-z70s-ultra-5g_8__1_2.png"
"TECNO SPARK 30 Pro 8GB 256GB Transformer - Chỉ có tại CellphoneS","Tecno","3.990.000đ","5.200.000đ","https://cellphones.com.vn/dien-thoai-tecno-spark-30-pro-8gb-256gb.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/d/i/dien-thoai-tecno-spark-30-pro-8gb-256gb.png"
"OPPO Reno12 F 5G 8GB 256GB","Oppo","7.120.000đ","9.490.000đ","https://cellphones.com.vn/dien-thoai-oppo-reno12-f.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_4__6_73.png"
"Samsung Galaxy A17 8GB 128GB","Samsung","4.490.000đ","5.190.000đ","https://cellphones.com.vn/dien-thoai-samsung-galaxy-a17.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/s/a/samsung-galaxy-a17.jpg"
"Samsung Galaxy A07 8GB 256GB","Samsung","4.490.000đ","","https://cellphones.com.vn/dien-thoai-samsung-galaxy-a07-256gb.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/s/a/samsung-galaxy-a07-black_3.jpg"
"Samsung Galaxy M55 5G 8GB 256GB","Samsung","6.990.000đ","10.010.000đ","https://cellphones.com.vn/dien-thoai-samsung-galaxy-m55-5g-8gb-256gb.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/d/i/dien-thoai-samsung-galaxy-m55_2.png"
"Xiaomi POCO X7 5G 12GB 512GB","Xiaomi","7.950.000đ","9.350.000đ","https://cellphones.com.vn/dien-thoai-xiaomi-poco-x7-5g.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/d/i/dien-thoai-xiaomi-poco-x7-5g.png"
"ZTE Nubia Z60S Pro 16GB 512GB","Other","12.490.000đ","13.000.000đ","https://cellphones.com.vn/dien-thoai-zte-nubia-z60s-pro-16gb-512gb.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/d/i/dien-thoai-zte-nubia-z60s-pro_4__1.png"
"Điện thoại Meizu Mblu 21 4GB 64GB","Other","1.990.000đ","2.490.000đ","https://cellphones.com.vn/dien-thoai-meizu-mblu-21.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/d/i/dien-thoai-meizu-mblu-21_4__2.png"
"Sony Xperia 10 VII 8GB 128GB","Sony","13.490.000đ","","https://cellphones.com.vn/dien-thoai-sony-xperia-10-vii.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/d/i/dien-thoai-sony-xperia-10-vii-7.jpg"
"Điện thoại Nubia Z70 Ultra 5G 16GB 512GB bản đặc biệt","Other","22.990.000đ","23.990.000đ","https://cellphones.com.vn/dien-thoai-zte-z70-ultra.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/d/i/dien-thoai-nubia-z70s-ultra-5g_10_.png"
"HONOR 400 5G 12GB 256GB","Other","11.990.000đ","13.250.000đ","https://cellphones.com.vn/dien-thoai-honor-400-5g.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/_/i/_i_n_tho_i_honor_400_5g_12gb_256gb.jpg"
"Nubia V70 Max 4GB 128GB","Other","2.390.000đ","","https://cellphones.com.vn/dien-thoai-nubia-v70-max-4gb-128gb.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/d/i/dien-thoai-nubia-v70-max-4gb-128gb_1_.png"
"Nothing Phone 3A 8GB 128GB","Other","8.490.000đ","8.990.000đ","https://cellphones.com.vn/dien-thoai-nothing-phone-3a.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/i/m/image_96__1_2.png"
"Sony Xperia 1VI 12GB 256GB","Sony","22.990.000đ","32.990.000đ","https://cellphones.com.vn/dien-thoai-sony-xperia-1-vi.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/1/0/10_1_.png"
"OPPO Reno13 F 5G 12GB 256GB","Oppo","9.990.000đ","10.990.000đ","https://cellphones.com.vn/dien-thoai-oppo-reno13f-5g.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/d/i/dien-thoai-oppo-reno13f-5g_3_.png"
"Samsung Galaxy Z Fold7 12GB 512GB","Samsung","45.990.000đ","50.990.000đ","https://cellphones.com.vn/dien-thoai-samsung-galaxy-z-fold-7-12gb-512gb.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/s/a/samsung-galaxy-z-fold-7_2.jpg"
"Xiaomi Redmi 14C 4GB 128GB","Xiaomi","2.850.000đ","3.240.000đ","https://cellphones.com.vn/dien-thoai-xiaomi-redmi-14c.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/x/i/xiaomi_redmi_14c_5_.png"
"OPPO A5i 4GB 128GB","Oppo","3.690.000đ","","https://cellphones.com.vn/dien-thoai-oppo-a5i-4gb-128gb.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/o/p/oppo-a5i-4gb-128gb-do-tim.jpg"
"iPhone Air 512GB | Chính hãng","Apple","35.990.000đ","38.490.000đ","https://cellphones.com.vn/iphone-air-512gb.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/i/p/iphone_air-3_3.jpg"
"Tecno Pova 7 8GB 256GB","Tecno","4.590.000đ","5.290.000đ","https://cellphones.com.vn/dien-thoai-tecno-pova-7-256gb.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/d/i/dien-thoai-tecno-pova-7-256gb_13_.png"
"Xiaomi POCO X6 Pro 5G 8GB 256GB - Chỉ có tại CellphoneS","Xiaomi","7.540.000đ","9.790.000đ","https://cellphones.com.vn/dien-thoai-xiaomi-poco-x6-pro.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/_/t_i_xu_ng_22__6.png"
"Xiaomi POCO C71 4GB 128GB","Xiaomi","2.650.000đ","3.150.000đ","https://cellphones.com.vn/dien-thoai-xiaomi-poco-c71.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/d/i/dien-thoai-xiaomi-poco-c71_2__1.png"
"Samsung Galaxy M55 12GB 256GB","Samsung","7.790.000đ","10.990.000đ","https://cellphones.com.vn/dien-thoai-samsung-galaxy-m55.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/d/i/dien-thoai-samsung-galaxy-m55.png"
"OPPO A5i Pro 8GB 128GB","Oppo","5.290.000đ","5.490.000đ","https://cellphones.com.vn/dien-thoai-oppo-a5i-pro.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/d/i/dien-thoai-oppo-a5i-pro-tr.jpg"
"iPhone 13 Pro Max 256GB | Chính hãng VN/A","Apple","23.990.000đ","31.990.000đ","https://cellphones.com.vn/iphone-13-pro-max-256gb.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/i/p/iphone-13-pro-max-256gb.png"
"TECNO Spark 40 6GB 128GB","Tecno","2.990.000đ","3.490.000đ","https://cellphones.com.vn/dien-thoai-tecno-spark-40.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/tecno-spark-go-4-black.jpg"
"Samsung Galaxy Z Fold 6 12GB 256GB","Samsung","31.490.000đ","43.990.000đ","https://cellphones.com.vn/samsung-galaxy-z-fold-6.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/s/a/samsung-galaxy-z-fold-6.jpg"
"HONOR 400 Lite 5G 12GB 256GB","Other","8.130.000đ","8.830.000đ","https://cellphones.com.vn/dien-thoai-honor-400-lite-5g.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/h/o/honor_400_lite_5g_12gb_256gb.jpg"
"OPPO A58 8GB 128GB","Oppo","4.500.000đ","5.490.000đ","https://cellphones.com.vn/oppo-a58-8gb-128gb.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/m/a/may-tinh-bang-huawei-matepad-se-11-inchmay-tinh-bang-huawei-matepad-pro-13-2-inch_6_.png"
"OPPO A79 5G 8GB 256GB","Oppo","6.860.000đ","7.490.000đ","https://cellphones.com.vn/oppo-a79.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/o/p/oppo-a79-tim.png"
"HONOR 400 Pro 5G 12GB 512GB","Other","16.990.000đ","18.660.000đ","https://cellphones.com.vn/dien-thoai-honor-400-pro-5g.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/h/o/honor_400_pro_5g_12gb_512gb-2_1.jpg"
"Samsung Galaxy A16 LTE 4GB 128GB","Samsung","3.900.000đ","5.000.000đ","https://cellphones.com.vn/dien-thoai-samsung-galaxy-a16-lte.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/d/i/dien-thoai-samsung-galaxy-a16-lte_1__1.png"
"TECNO Spark 40 8GB 256GB","Tecno","3.590.000đ","4.190.000đ","https://cellphones.com.vn/dien-thoai-tecno-spark-40-8gb-256gb.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/tecno-spark-go-4-black_1.jpg"
"Nothing Phone 2A 5G 8GB 128GB - Chỉ có tại CellphoneS","Other","6.990.000đ","8.990.000đ","https://cellphones.com.vn/dien-thoai-nothing-phone-2a.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/d/i/dien-thoai-nothing-phone-2a_1_1.png"
"Samsung Galaxy A35 5G 8GB 128GB","Samsung","6.190.000đ","8.290.000đ","https://cellphones.com.vn/samsung-galaxy-a35.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/a/m/amsung-galaxy-a35.png"
"iPhone Air 1TB | Chính hãng","Apple","41.490.000đ","44.990.000đ","https://cellphones.com.vn/iphone-air-1tb.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/i/p/iphone_air-3_4.jpg"
"TECNO Spark Go 2 4GB 64GB","Tecno","2.290.000đ","2.590.000đ","https://cellphones.com.vn/dien-thoai-tecno-spark-go-2.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/tecno-spark-go-2-black.jpg"
"Samsung Galaxy S23 8GB 128GB ĐKH Online - Chỉ có tại CellphoneS","Samsung","13.790.000đ","22.990.000đ","https://cellphones.com.vn/samsung-galaxy-s23-128gb.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/s/a/samsung-s23_1.png"
"Samsung Galaxy A25 5G 6GB 128GB","Samsung","4.690.000đ","6.590.000đ","https://cellphones.com.vn/samsung-galaxy-a25.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/s/a/samsung-galaxy-a25_1_.png"
"TECNO CAMON 30S 8GB 256GB","Tecno","4.090.000đ","5.400.000đ","https://cellphones.com.vn/dien-thoai-tecno-camon-30s.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/d/i/dien-thoai-tecno-camon-30s_20_.png"
"OPPO A58 4G 6GB 128GB","Oppo","4.090.000đ","4.990.000đ","https://cellphones.com.vn/oppo-a58.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/o/p/oppo-a58-den.jpg"
"Samsung Galaxy S24 Plus 12GB 512GB","Samsung","21.190.000đ","29.940.000đ","https://cellphones.com.vn/samsung-galaxy-s24-plus-512gb.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/s/a/samsung-galaxy-s24-plus_1.png"
"Nubia V70 Max 6GB 128GB","Other","2.590.000đ","","https://cellphones.com.vn/dien-thoai-nubia-v70-max-6gb-128gb.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/d/i/dien-thoai-nubia-v70-max-4gb-128gb_1__1.png"
"OPPO A18 4GB 128GB","Oppo","3.190.000đ","3.990.000đ","https://cellphones.com.vn/oppo-a18.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/o/p/oppo-a18-den.png"
"OPPO Find X5 Pro 5G 12GB 256GB","Oppo","12.990.000đ","15.990.000đ","https://cellphones.com.vn/oppo-find-x5-pro.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/d/o/download_1__6_6.png"
"OPPO A3 8GB 256GB","Oppo","5.480.000đ","6.490.000đ","https://cellphones.com.vn/dien-thoai-oppo-a3-8gb-256gb.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_7__2_104.png"
"OPPO A3 6GB 128GB","Oppo","4.500.000đ","4.990.000đ","https://cellphones.com.vn/dien-thoai-oppo-a3.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_7__2_102.png"
"HONOR X7c 8GB 256GB","Other","4.700.000đ","5.400.000đ","https://cellphones.com.vn/dien-thoai-honor-x7c.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/_/i/_i_n_tho_i_honor_x7c_8gb_256gb-4_1.jpg"
"OPPO A3X 6GB 128GB","Oppo","4.210.000đ","4.690.000đ","https://cellphones.com.vn/dien-thoai-oppo-a3x-6gb-128gb.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/d/i/dien-thoai-oppo-a3x_4__2.png"
"TECNO CAMON 40 Pro 8GB 256GB","Tecno","5.670.000đ","6.870.000đ","https://cellphones.com.vn/dien-thoai-tecno-camon-40-pro.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/d/i/dien-thoai-tecno-camon-40-pro_2_.png"
"OPPO Find N3 Flip 12GB 256GB","Oppo","13.990.000đ","22.990.000đ","https://cellphones.com.vn/oppo-find-n3-flip.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/f/i/find-n3-flip-vang_1.png"
"Điện thoại Meizu Mblu 21 6GB 128GB","Other","2.390.000đ","2.990.000đ","https://cellphones.com.vn/dien-thoai-meizu-mblu-21-128gb.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/d/i/dien-thoai-meizu-mblu-21_3__1.png"
"Nokia 3210 4G","Nokia","1.430.000đ","1.490.000đ","https://cellphones.com.vn/nokia-3210-4g.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/n/o/nokia-3210-4g.png"
"Điện thoại Itel P55 Plus NFC 8GB 256GB","Other","2.990.000đ","3.490.000đ","https://cellphones.com.vn/dien-thoai-itel-p55-plus-8gb-256gb.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/d/i/dien-thoai-itel-p55-plus-8gb-256gb_1__2.png"
"OPPO Find N3 16GB 512GB","Oppo","26.990.000đ","44.990.000đ","https://cellphones.com.vn/oppo-find-n3.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/f/i/find_n3_-_combo_product_-_gold.png"
"Nothing Phone 3A 12GB 256GB","Other","9.690.000đ","10.190.000đ","https://cellphones.com.vn/dien-thoai-nothing-phone-3a-12gb-256gb.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/d/i/dien-thoai-nothing-phone-3a-12gb-256gb_2__1.png"
"Điện thoại Meizu Mblu 22 Pro NFC 4GB 128GB","Other","2.590.000đ","2.790.000đ","https://cellphones.com.vn/dien-thoai-meizu-mblu-22-pro.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/_/i/_i_n_tho_i_meizu_mblu_22_pro_nfc_4gb_128gb_2.jpg"
"OPPO Reno10 5G 8GB 256GB","Oppo","8.490.000đ","10.990.000đ","https://cellphones.com.vn/oppo-reno10.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/r/e/reno10_5g_-_combo_product_-_blue.png"
"TECNO POVA 6 NEO 8GB 128GB","Tecno","3.890.000đ","4.590.000đ","https://cellphones.com.vn/tecno-pova-6-neo.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/tecno-pova-6-neo-1.png"
"TECNO CAMON 30 8GB 256GB","Tecno","4.690.000đ","6.380.000đ","https://cellphones.com.vn/tecno-camon-30.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/tecno-camon-30.jpg"
"OPPO A18 4GB 64GB","Oppo","2.890.000đ","3.290.000đ","https://cellphones.com.vn/dien-thoai-oppo-a18-4gb-64gb.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/d/i/dien-thoai-oppo-a18-4gb-64gb_1_.png"
"TECNO POVA 6 8GB 256GB","Tecno","5.390.000đ","6.490.000đ","https://cellphones.com.vn/tecno-pova-6.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/tecno-pova-6-1.png"
"Samsung Galaxy Z Flip7 12GB 512GB","Samsung","29.990.000đ","32.990.000đ","https://cellphones.com.vn/dien-thoai-samsung-galaxy-z-flip-7-12gb-512gb.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/s/a/samsung-galaxy-z-flip-7-1_2.jpg"
"Điện thoại Nubia A36 4GB 64GB","Other","1.890.000đ","1.990.000đ","https://cellphones.com.vn/dien-thoai-nubia-a36.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/d/i/dien-thoai-nubia-a36_5_.png"
"Nokia 105 4G Pro","Nokia","690.000đ","","https://cellphones.com.vn/nokia-105-4g-pro.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/n/o/nokia-105-4g-pro_1__1.png"
"Nothing Phone 2A 5G 12GB 256GB - Chỉ có tại CellphoneS","Other","8.190.000đ","10.190.000đ","https://cellphones.com.vn/dien-thoai-nothing-phone-2a-12gb-256gb.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/d/i/dien-thoai-nothing-phone-2a_1_1_2.png"
"TECNO CAMON 40 8GB 128GB","Tecno","5.090.000đ","5.890.000đ","https://cellphones.com.vn/dien-thoai-tecno-camon-40.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/d/i/dien-thoai-tecno-camon-40_1_.png"
"HONOR 400 5G 12GB 512GB","Other","12.990.000đ","14.230.000đ","https://cellphones.com.vn/dien-thoai-honor-400-5g-12gb-512gb.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/_/i/_i_n_tho_i_honor_400_5g_12gb_256gb_2.jpg"
"OPPO A77s 8GB 128GB","Oppo","4.790.000đ","6.290.000đ","https://cellphones.com.vn/oppo-a77s.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/o/p/oppo-a55_1_.png"
"Samsung Galaxy Z Fold6 12GB 512GB","Samsung","34.900.000đ","47.990.000đ","https://cellphones.com.vn/samsung-galaxy-z-fold-6-512gb.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/s/a/samsung-galaxy-z-fold-6_2.jpg"
"Nokia 220 4G","Nokia","970.000đ","980.000đ","https://cellphones.com.vn/nokia-220-4g.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/n/o/nokia-220-4g_6_.png"
"Samsung Galaxy A54 5G 8GB 128GB","Samsung","7.390.000đ","10.490.000đ","https://cellphones.com.vn/samsung-galaxy-a54.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/s/a/samsung-galaxy-a54.png"
"Itel RS4 8GB 256GB NFC","Other","3.290.000đ","3.990.000đ","https://cellphones.com.vn/dien-thoai-itel-rs4.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/d/i/dien-thoai-itel-rs4_2_.png"
"TECNO SPARK 30 5G 6GB 128GB","Tecno","3.410.000đ","4.410.000đ","https://cellphones.com.vn/dien-thoai-tecno-spark-30-5g.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/d/i/dien-thoai-tecno-spark-30-5g.png"
"HONOR X6c 6GB 128GB","Other","3.890.000đ","4.290.000đ","https://cellphones.com.vn/dien-thoai-honor-x6c.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/_/i/_i_n_tho_i_honor_x6c_6gb_128gb.jpg"
"Infinix Note 50 Pro 12GB 256GB","Infinix","6.560.000đ","6.860.000đ","https://cellphones.com.vn/dien-thoai-infinix-note-50-pro.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/d/i/dien-thoai-infinix-note-50-pro_15_.png"
"Masstel Izi 15 4G","Other","420.000đ","450.000đ","https://cellphones.com.vn/masstel-izi-15.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/m/a/masstel-izi-15.png"
"Điện thoại trẻ em Masstel Alfa 5","Other","1.390.000đ","","https://cellphones.com.vn/dien-thoai-masstel-alfa-5.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/d/i/dien-thoai-masstel-alfa-5.jpg"
"Itel RS4 12GB 256GB NFC","Other","3.390.000đ","4.590.000đ","https://cellphones.com.vn/dien-thoai-itel-rs4-12gb-256gb.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/d/i/dien-thoai-itel-rs4_2__4.png"
"Điện thoại Nubia A56 4GB 128GB","Other","2.190.000đ","2.290.000đ","https://cellphones.com.vn/dien-thoai-nubia-a56-4gb-128gb.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/d/i/dien-thoai-nubia-a56_1.png"
"TECNO CAMON 40 8GB 256GB","Tecno","5.380.000đ","6.380.000đ","https://cellphones.com.vn/dien-thoai-tecno-camon-40-8gb-256gb.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/d/i/dien-thoai-tecno-camon-40-8gb-256gb_8__1.png"
"Benco S1 Pro 8GB 256GB","Other","3.590.000đ","4.290.000đ","https://cellphones.com.vn/dien-thoai-benco-s1-pro.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/b/e/benco-s1-pro-xanh.png"
"Điện thoại Masstel S7 4GB 128GB","Other","1.890.000đ","2.490.000đ","https://cellphones.com.vn/dien-thoai-masstel-s7.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/d/i/dien-thoai-masstel-s7.png"
"realme C61 6GB 128GB","Realme","2.790.000đ","3.990.000đ","https://cellphones.com.vn/dien-thoai-realme-c61-6gb-128gb.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/d/i/dien-thoai-realme-c61_2__2.png"
